   0.20000000    1.22140276 
   0.40000000    1.49182470 
   0.60000000    1.82211880 
   0.80000000    2.22554093 
   1.00000000    2.71828183 
   1.20000000    3.32011692 
   1.40000000    4.05519997 
   1.60000000    4.95303242 
   1.80000000    6.04964746 
   2.00000000    7.38905610 
   2.20000000    9.02501350 
   2.40000000   11.02317638 
   2.60000000   13.46373804 
   2.80000000   16.44464677 
   3.00000000   20.08553692 
   3.20000000   24.53253020 
   3.40000000   29.96410005 
   3.60000000   36.59823444 
   3.80000000   44.70118449 
   4.00000000   54.59815003 
   4.20000000   66.68633104 
   4.40000000   81.45086866 
   4.60000000   99.48431564 
   4.80000000  121.51041752 
   5.00000000  148.41315910 
   5.20000000  181.27224188 
   5.40000000  221.40641620 
   5.60000000  270.42640743 
   5.80000000  330.29955991 
   6.00000000  403.42879349 
   6.20000000  492.74904109 
   6.40000000  601.84503787 
   6.60000000  735.09518924 
   6.80000000  897.84729165 
   7.00000000 1096.63315843 
   7.20000000 1339.43076439 
   7.40000000 1635.98443000 
   7.60000000 1998.19589510 
   7.80000000 2440.60197762 
   8.00000000 2980.95798704 
   8.20000000 3640.95030733 
   8.40000000 4447.06674770 
   8.60000000 5431.65959136 
   8.80000000 6634.24400628 
   9.00000000 8103.08392758 
   9.20000000 9897.12905874 
   9.40000000 12088.38073022 
   9.60000000 14764.78156558 
   9.80000000 18033.74492783 
  10.00000000 22026.46579481 
