                0.01            1.0356909 
                0.02            1.0140428 
                0.03             1.048224 
                0.04            1.0385393 
                0.05           0.97929188 
                0.06            1.0345515 
                0.07           0.98897656 
                0.08            1.0294243 
                0.09           0.99752186 
                 0.1            1.0453756 
                0.11            1.0140428 
                0.12            1.0254365 
                0.13            1.0362606 
                0.14            1.0396787 
                0.15            1.0077762 
                0.16            1.0522118 
                0.17           0.99125531 
                0.18            1.0396787 
                0.19            1.0260062 
                 0.2            1.0225881 
                0.21            1.0146125 
                0.22            1.0294243 
                0.23            1.0123337 
                0.24           0.99524311 
                0.25            1.0516421 
                0.26            1.0442362 
                0.27           0.99524311 
                0.28            1.0630359 
                0.29            1.0077762 
                 0.3            1.0453756 
                0.31            1.0328425 
                0.32            1.0613268 
                0.33           0.97530407 
                0.34            1.0419574 
                0.35            1.0590481 
                0.36            0.9610619 
                0.37             1.068163 
                0.38            0.9741647 
                0.39             1.002649 
                 0.4           0.98840687 
                0.41             1.010055 
                0.42            1.0089156 
                0.43            1.0271456 
                0.44             1.057339 
                0.45            1.0089156 
                0.46           0.98498875 
                0.47            1.0339818 
                0.48             1.011764 
                0.49            1.0220184 
                 0.5            1.0510724 
                0.51           0.98612812 
                0.52             1.028285 
                0.53             1.029994 
                0.54            1.0550602 
                0.55            1.0060672 
                0.56            1.0089156 
                0.57            1.0761387 
                0.58            1.0533512 
                0.59            1.0151822 
                 0.6            1.0197397 
                0.61           0.99638249 
                0.62            1.0254365 
                0.63             1.039109 
                0.64            1.0510724 
                0.65            1.0430968 
                0.66            1.0231578 
                0.67           0.98555844 
                0.68            1.0072065 
                0.69             1.020879 
                 0.7            1.0254365 
                0.71             1.068163 
                0.72            1.0214487 
                0.73            1.0242971 
                0.74            1.0510724 
                0.75            1.0425271 
                0.76            1.0066369 
                0.77            1.0487937 
                0.78            1.0225881 
                0.79            1.0134731 
                 0.8            1.0345515 
                0.81           0.99011593 
                0.82           0.98783718 
                0.83            1.0470846 
                0.84            1.0260062 
                0.85            1.0328425 
                0.86            1.0556299 
                0.87            1.0322728 
                0.88            1.0693024 
                0.89             1.048224 
                 0.9             1.057339 
                0.91            1.0618965 
                0.92           0.99866124 
                0.93            1.0493634 
                0.94             1.057339 
                0.95           0.97302532 
                0.96            1.0379696 
                0.97            1.0345515 
                0.98            1.0220184 
